publish,ID,type_01,@icon,@icon_bg,@divider,initiative,name,variant,cd_duration,@effect_01,@effect_02,major,@spending_icon_01,spending_text_01,@spending_icon_02,spending_text_02,@spending_icon_03,spending_text_03,minor
x,a242,Spell,/images/icelance-icon.png,/images/icelance-icon-bg.png,/images/alphavariant-divider.png,6,Ice Lance,Alpha Variant,1,,,"Treat this spell like a ranged attack with a range of 8, using your spellcasting dice pool.",/images/plus-icon.png,+1 Power.,/images/plus-icon.png,Cause Cripple.,,,"Attack an enemy within range 6 using your spellcasting dice pool, adding (Cursed Die) (Cursed Die)."
x,a243,Spell,/images/icelance-icon.png,/images/icelance-icon-bg.png,/images/betavariant-divider.png,5,Ice Lance,Beta Variant,2,,,"Treat this spell like a ranged attack with a range of 6, using your spellcasting dice pool.",/images/star-icon.png,+2 Power.,/images/plus-icon.png,+2 Power.,/images/plus-icon.png,Cause Cripple.,"Attack an enemy within range 6 using your spellcasting dice pool, adding (Cursed Die) (Cursed Die)."
x,a244,Spell,/images/ignite-icon.png,/images/ignite-icon-bg.png,/images/basicvariant-divider.png,4,Ignite,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Declare an enemy within range 5 upon casting this spell. Whenever you reduce this card's duration, that enemy takes damage using (Power Die) (Blessing Die) (Blessing Die).",/images/doubleplus-icon.png,Add (Blessing Die) to the damage roll.,,,,,"Suffer a scratch, then an enemy within range 5 takes a wound."
x,a245,Spell,/images/ignite-icon.png,/images/ignite-icon-bg.png,/images/alphavariant-divider.png,4,Ignite,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Declare an enemy within range 5 upon casting this spell. Whenever you reduce this card's duration, that enemy takes a wound.",/images/star-icon.png,Immediately deal a wound (upon casting).,/images/plus-icon.png,Immediately deal a wound (upon casting).,/images/plus-icon.png,Duration +2.,"Suffer a scratch, then an enemy within range 5 takes a wound."
x,a246,Spell,/images/ignite-icon.png,/images/ignite-icon-bg.png,/images/betavariant-divider.png,4,Ignite,Beta Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Declare two enemies within range 5 upon casting this spell. Whenever you reduce this card's duration, these enemies take damage using (Power Die) (Blessing Die) (Blessing Die).",/images/doubleplus-icon.png,Add (Blessing Die) to the damage roll.,/images/plus-icon.png,Add (Blessing Die) to the damage roll.,,,"Suffer a scratch, then an enemy within range 5 takes a wound."
x,a247,Spell,/images/leechlife-icon.png,/images/leechlife-icon-bg.png,/images/basicvariant-divider.png,2,Leech Life,Basic Variant,3,,,"Treat this spell like a ranged attack with a range of 4, using your spellcasting dice pool.",/images/doubleplus-icon.png,+2 Power.,/images/plus-icon.png,Heal one scratch from yourself.,/images/plus-icon.png,Heal one scratch from yourself.,Attack an enemy within range 3 using your spellcasting dice pool.
x,a248,Spell,/images/leechlife-icon.png,/images/leechlife-icon-bg.png,/images/alphavariant-divider.png,3,Leech Life,Alpha Variant,3,,,"Treat this spell like a ranged attack with a range of 6, using your spellcasting dice pool.",/images/star-icon.png,Cooldown -2.,/images/plus-icon.png,Heal one scratch from yourself OR add +1 Power.,/images/plus-icon.png,Heal one scratch from yourself.,Attack an enemy within range 3 using your spellcasting dice pool.
x,a249,Spell,/images/leechlife-icon.png,/images/leechlife-icon-bg.png,/images/betavariant-divider.png,2,Leech Life,Beta Variant,3,,,"Treat this spell like a ranged attack with a range of 4, using your spellcasting dice pool.",/images/star-icon.png,Heal one wound from yourself.,/images/doubleplus-icon.png,+3 Power.,/images/plus-icon.png,Heal one scratch from yourself.,Attack an enemy within range 3 using your spellcasting dice pool.
x,a250,Spell,/images/mindcontrol-icon.png,/images/mindcontrol-icon-bg.png,/images/basicvariant-divider.png,1,Mind Control,Basic Variant,4,,,"##Spellcasting(3+)  Attach this card to a single enemy model (not a boss). On their next activation, you control them instead and add (Standard Die) to their attacks (adding it to their regular attack value). Then this card goes on cooldown.    Their abilities work as usual (to your favor) as long as it makes sense.",,,,,,,Move an enemy by 2 squares.
x,a251,Spell,/images/mindcontrol-icon.png,/images/mindcontrol-icon-bg.png,/images/alphavariant-divider.png,1,Mind Control,Alpha Variant,5,,,"##Spellcasting(4+)  Attach this card to an enemy group (not a boss). On their next activation, you control them instead and add (Standard Die) to their attacks (adding it to their regular attack value). Then this card goes on cooldown.    Their abilities work as usual (to your favor) as long as it makes sense.",/images/plus-icon.png,The controlled enemies have +2 speed.,,,,,Move an enemy by 2 squares.
x,a252,Spell,/images/mindcontrol-icon.png,/images/mindcontrol-icon-bg.png,/images/betavariant-divider.png,1,Mind Control,Beta Variant,4,,,"##Spellcasting(3+)  Attach this card to a single enemy model (not a boss). On their next activation, you control them instead and add (Standard Die) to their attacks (adding it to their regular attack value). Then this card goes on cooldown.    Their abilities work as usual (to your favor) as long as it makes sense.",/images/star-icon.png,Cooldown -1.,/images/plus-icon.png,Cooldown -1.,,,Move an enemy by 2 squares.
x,a253,Spell,/images/mirage-icon.png,/images/mirage-icon-bg.png,/images/basicvariant-divider.png,6,Mirage,Basic Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(1+)  Create an immobile minion within range 3. It has a toughness of 0.  If it gets destroyed by a melee attack, the attacker takes damage using (Standard Die) (Blessing Die) (Blessing Die).",,,,,,,Ignore the next scratch that you would suffer this round.
x,a254,Spell,/images/mirage-icon.png,/images/mirage-icon-bg.png,/images/alphavariant-divider.png,6,Mirage,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(1+)  Create an immobile minion within range 3. It has a toughness of 0 and counts as the most wounded / scratched target.  If it gets destroyed by a melee attack, the attacker takes damage using (Standard Die) (Blessing Die) (Blessing Die).",,,,,,,Ignore the next scratch that you would suffer this round.
x,a255,Spell,/images/mirage-icon.png,/images/mirage-icon-bg.png,/images/betavariant-divider.png,6,Mirage,Beta Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(1+)  Create an immobile minion within range 3. It has a toughness of 0.  If it gets destroyed, it deals damage to all enemies adjacent to it using (Standard Die) (Blessing Die) (Blessing Die).",,,,,,,Ignore the next scratch that you would suffer this round.
x,a256,Spell,/images/necromancy-icon.png,/images/necromancy-icon-bg.png,/images/basicvariant-divider.png,1,Necromancy,Basic Variant,4,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(3+)  Summon a Skeleton Warrior minion within range 2. It has a toughness of 4 and a speed of 3.,/images/star-icon.png,The Skeleton Warriors add (Blessing Die) to their attacks.,/images/plus-icon.png,Summon a second Skeleton Warrior minion.,,,"Suffer a scratch, then deal damage to an enemy within range 5 using your spellcasting dice pool, adding (Standard Die)."
x,a257,Spell,/images/necromancy-icon.png,/images/necromancy-icon-bg.png,/images/alphavariant-divider.png,1,Necromancy,Alpha Variant,4,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(3+)  Summon a Skeleton Warrior minion within range 2. It has a toughness of 6 and a speed of 3.,/images/star-icon.png,The Skeleton Warriors add (Blessing Die) to their attacks.,/images/doubleplus-icon.png,Summon a third Skeleton Warrior minion.,/images/plus-icon.png,Summon a second Skeleton Warrior minion.,"Suffer a scratch, then deal damage to an enemy within range 5 using your spellcasting dice pool, adding (Standard Die)."
x,a258,Spell,/images/necromancy-icon.png,/images/necromancy-icon-bg.png,/images/betavariant-divider.png,1,Necromancy,Beta Variant,5,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(3+)  Summon a Skeleton Warrior minion within range 2. It has a toughness of 4 and a speed of 4.,/images/star-icon.png,The Skeleton Warriors add (Blessing Die) to their attacks.,/images/plus-icon.png,They can also perform ranged attacks with a range of 5.,/images/plus-icon.png,Summon a second Skeleton Warrior minion.,"Suffer a scratch, then deal damage to an enemy within range 5 using your spellcasting dice pool, adding (Standard Die)."
x,a259,Spell,/images/rayofhealing-icon.png,/images/rayofhealing-icon-bg.png,/images/basicvariant-divider.png,2,Ray Of Healing,Basic Variant,4,,,##Spellcasting(1+)  Cast a ray over a straight or diagonal line with a range of 5.  Heal one scratch from each ally on that line.,/images/plus-icon.png,Heal one additional scratch from one of the targets.,/images/plus-icon.png,Heal one additional scratch from one of the targets.,,,Heal a scratch from an ally within range 4.
x,a260,Spell,/images/rayofhealing-icon.png,/images/rayofhealing-icon-bg.png,/images/alphavariant-divider.png,2,Ray Of Healing,Alpha Variant,3,,,##Spellcasting(1+)  Cast a ray over a straight or diagonal line with a range of 7.  Heal one scratch from each ally on that line.,/images/plus-icon.png,Heal one additional scratch from one of the targets.,/images/plus-icon.png,Heal one additional scratch from one of the targets.,,,Heal a scratch from an ally within range 4.
x,a261,Spell,/images/rayofhealing-icon.png,/images/rayofhealing-icon-bg.png,/images/betavariant-divider.png,2,Ray Of Healing,Beta Variant,3,,,##Spellcasting(2+)  Cast a ray over a straight or diagonal line with a range of 5.  Heal one scratch from each ally on that line.,/images/star-icon.png,"Heal one wound from one of the targets, but add +2 cooldown.",/images/doubleplus-icon.png,Heal one additional scratch from each target.,/images/plus-icon.png,Heal one additional scratch from one of the targets.,Heal a scratch from an ally within range 4.
x,a262,Spell,/images/regeneration-icon.png,/images/regeneration-icon-bg.png,/images/basicvariant-divider.png,1,Regeneration,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Declare an ally (or yourself). Whenever this card reduces its duration, they heal one scratch.",/images/star-icon.png,"If the target doesn't have a scratch when this effect heals, they heal a wound instead.",/images/plus-icon.png,Duration +1.,,,Heal one scratch from yourself.
x,a263,Spell,/images/regeneration-icon.png,/images/regeneration-icon-bg.png,/images/alphavariant-divider.png,1,Regeneration,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Declare an ally (or yourself). Whenever this card reduces its duration, they heal one scratch.",/images/star-icon.png,"If the target doesn't have a scratch when this effect heals, they heal a wound instead.",/images/doubleplus-icon.png,Declare a second ally to benefit from this.,/images/plus-icon.png,Duration +1.,Heal one scratch from yourself.
x,a264,Spell,/images/regeneration-icon.png,/images/regeneration-icon-bg.png,/images/betavariant-divider.png,1,Regeneration,Beta Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Declare an ally (or yourself). Whenever this card reduces its duration, they heal one scratch.",/images/star-icon.png,"Once the effect ends, they also heal one wound.",/images/doubleplus-icon.png,"If the target doesn't have a scratch when this effect heals, they heal a wound instead.",,,Heal one scratch from yourself or an adjacent ally.
x,a265,Spell,/images/scorchingblast-icon.png,/images/scorchingblast-icon-bg.png,/images/basicvariant-divider.png,2,Scorching Blast,Basic Variant,5,,,"##Spellcasting(3+)  Use the 'Blast' template and deal damage against each model under it, using (Standard Die) (Blessing Die) (Blessing Die). Against heroes and minions, if the roll meets (or exceeds) their current toughness, they take a scratch.",/images/plus-icon.png,Add (Blessing Die) to the damage roll.,/images/plus-icon.png,Add (Blessing Die) to the damage roll.,,,Deal a wound against an enemy within range 3 with a defense of 4 or less.
x,a266,Spell,/images/scorchingblast-icon.png,/images/scorchingblast-icon-bg.png,/images/alphavariant-divider.png,2,Scorching Blast,Alpha Variant,4,,,"##Spellcasting(3+)  Use the 'Blast' template and deal damage against each enemy under it, using (Standard Die) (Blessing Die) (Blessing Die).",/images/plus-icon.png,Add (Blessing Die) to the damage roll.,/images/plus-icon.png,Add (Blessing Die) to the damage roll.,,,Deal a wound against an enemy within range 3 with a defense of 4 or less.
x,a267,Spell,/images/scorchingblast-icon.png,/images/scorchingblast-icon-bg.png,/images/betavariant-divider.png,2,Scorching Blast,Beta Variant,4,,,"##Spellcasting(3+)  Use the 'Blast' template and deal damage against each model under it, using (Power Die). Against heroes and minions, if the roll meets (or exceeds) their current toughness, they take a scratch.",/images/doubleplus-icon.png,Add (Power Die) to the damage roll.,/images/plus-icon.png,Add (Blessing Die) to the damage roll.,,,Deal a wound against an enemy within range 3 with a defense of 4 or less.
x,a268,Spell,/images/shadowclone-icon.png,/images/shadowclone-icon-bg.png,/images/basicvariant-divider.png,2,Shadow Clone,Basic Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Summon a Shadow Clone minion within range 5. It has a toughness of 4 and a speed of 4.  Before you perform a minor or major action, you may swap the position with your shadow clone. After resolving the action, swap back again.",,,,,,,Melee Attack an enemy within range 4.
x,a269,Spell,/images/shadowclone-icon.png,/images/shadowclone-icon-bg.png,/images/alphavariant-divider.png,4,Shadow Clone,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Summon a Shadow Clone minion within range 10. It has a toughness of 4 and a speed of 4.  Before you perform a minor or major action, you may swap the position with your shadow clone, and you may swap back after resolving it.",,,,,,,Melee Attack an enemy within range 4.
x,a270,Spell,/images/shadowclone-icon.png,/images/shadowclone-icon-bg.png,/images/betavariant-divider.png,2,Shadow Clone,Beta Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Summon a Shadow Clone minion within range 5. It has a toughness of 4 and a speed of 4.  The Shadow Clone adds (Blessing Die) to its own attacks and defense.  Before you perform a minor or major action, you may swap the position with your shadow clone. After resolving the action, swap again.",,,,,,,Melee Attack an enemy within range 4.
x,a271,Spell,/images/summonmummy-icon.png,/images/summonmummy-icon-bg.png,/images/basicvariant-divider.png,1,Summon Mummy,Basic Variant,4,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Summon a Mummy minion within range 2. It has a toughness of 8 and a speed of 2.,/images/plus-icon.png,Additionally discard a 'Bandage' or 'Balsamic Bandage' and add (Power Die) to the Mummy's attacks. Its attacks also cause Dazed.,,,,,"Move (1), then draw four item cards. If one of them is a 'Bandage' or 'Balsamic Bandage', you may keep it."
x,a272,Spell,/images/summonmummy-icon.png,/images/summonmummy-icon-bg.png,/images/alphavariant-divider.png,1,Summon Mummy,Alpha Variant,5,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Summon a Mummy minion within range 2. It has a toughness of 8 and a speed of 2.,/images/plus-icon.png,Discard one more 'Bandage' / 'Balsamic Bandage' to add (Blessing Die) (Blessing Die) to its attacks.,/images/plus-icon.png,Additionally discard a 'Bandage' or 'Balsamic Bandage' and add (Power Die) to the Mummy's attacks. Its attacks also cause Dazed.,,,"Move (1), then draw four item cards. If one of them is a 'Bandage' or 'Balsamic Bandage', you may keep it."
x,a273,Spell,/images/summonmummy-icon.png,/images/summonmummy-icon-bg.png,/images/betavariant-divider.png,1,Summon Mummy,Beta Variant,4,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Summon a Mummy minion within range 2. It has a toughness of 8 and a speed of 2.,/images/plus-icon.png,Add (Blessing Die) to its attacks.,/images/plus-icon.png,Additionally discard a 'Bandage' or 'Balsamic Bandage' and the Mummy heals 2 scratches on each of its turns.,,,"Move (1), then draw four item cards. If one of them is a 'Bandage' or 'Balsamic Bandage', you may keep it."
x,a274,Spell,/images/swapteleport-icon.png,/images/swapteleport-icon-bg.png,/images/basicvariant-divider.png,4,Swap Teleport,Basic Variant,3,,,##Spellcasting(2+)  Swap the position of two models.  Both need to be within range 6 of you.,/images/plus-icon.png,Increase the maximum range by 2 (then reassess which targets you want to affect).,,,,,Assume a new position within range 3.
x,a275,Spell,/images/swapteleport-icon.png,/images/swapteleport-icon-bg.png,/images/alphavariant-divider.png,5,Swap Teleport,Alpha Variant,3,,,##Spellcasting(2+)  Swap the position of two models.  Both need to be within range 6 of you.,/images/plus-icon.png,You may swap among a total of four targets within range.,/images/plus-icon.png,Transfer one ongoing negative effect between the two targets (if applicable).,/images/plus-icon.png,Increase the maximum range by 2 (then reassess which targets you want to affect).,Assume a new position within range 3.
x,a276,Spell,/images/swapteleport-icon.png,/images/swapteleport-icon-bg.png,/images/betavariant-divider.png,5,Swap Teleport,Beta Variant,2,,,##Spellcasting(2+)  Swap the position of two models.  Both need to be within range 6 of you.,/images/plus-icon.png,"Instead of swapping, you can bring one target to be adjacent to the other target.",/images/plus-icon.png,Increase the maximum range by 2 (then reassess which targets you want to affect).,,,Assume a new position within range 3.
x,a277,Spell,/images/swarmofspiders-icon.png,/images/swarmofspiders-icon-bg.png,/images/basicvariant-divider.png,4,Swarm Of Spiders,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place a spider token within range 3.  Whenever you reduce this card's duration, move the token by exactly 2 squares in a straight or diagonal line, then deal a wound to one adjacent enemy and cause Stun.",/images/plus-icon.png,Duration +1.,,,,,Roll (Enhancement Die):  On (Plus): Deal a wound to an enemy within range 6.
x,a278,Spell,/images/swarmofspiders-icon.png,/images/swarmofspiders-icon-bg.png,/images/alphavariant-divider.png,4,Swarm Of Spiders,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place a spider token within range 3.  Whenever you reduce this card's duration, move the token by exactly 2 squares in a straight or diagonal line, then deal a wound to one adjacent enemy and cause Stun.",/images/doubleplus-icon.png,(needs the above option) The second enemy hit also suffers from Stun.,/images/plus-icon.png,The spiders deal a wound (but not Stun) to a second adjacent enemy each time.,/images/plus-icon.png,Duration +1.,Roll (Enhancement Die):  On (Plus): Deal a wound to an enemy within range 6.
x,a279,Spell,/images/swarmofspiders-icon.png,/images/swarmofspiders-icon-bg.png,/images/betavariant-divider.png,4,Swarm Of Spiders,Beta Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place a spider token within range 3.  Whenever you reduce this card's duration, move the token by exactly 2 squares in a straight or diagonal line, then deal a wound to one adjacent enemy and cause Stun.",/images/plus-icon.png,"Whenever the spider did not cause a wound, you may increase the duration of this effect by 1.",/images/plus-icon.png,You may alternatively move the token by exactly 3 squares (decide each movement).,/images/plus-icon.png,Duration +1.,Roll (Enhancement Die):  On (Plus): Deal a wound to an enemy within range 6.
x,a280,Spell,/images/telekinesis-icon.png,/images/telekinesis-icon-bg.png,/images/basicvariant-divider.png,1,Telekinesis,Basic Variant,3,,,##Spellcasting(1+)  Open any one door or pick up any one treasure.,,,,,,,Move any one model by 2 squares.
x,a281,Spell,/images/telekinesis-icon.png,/images/telekinesis-icon-bg.png,/images/alphavariant-divider.png,1,Telekinesis,Alpha Variant,3,,,##Spellcasting(1+)  Open any one door or pick up any one treasure.,/images/plus-icon.png,Move an item from one hero's inventory to another's.,/images/plus-icon.png,Move an item from one hero's inventory to another's.,,,Move any one model by 2 squares.
x,a282,Spell,/images/telekinesis-icon.png,/images/telekinesis-icon-bg.png,/images/betavariant-divider.png,1,Telekinesis,Beta Variant,2,/images/interrupt.png,,##Spellcasting(1+)  Open any one door or pick up any one treasure.    ##Interrupt(end_int)  ##Spellcasting(1+)  Move any one model by 2.,,,,,,,Move any one model by 2 squares.
x,a283,Spell,/images/totemearth-icon.png,/images/totemearth-icon-bg.png,/images/basicvariant-divider.png,5,Totem: Earth,Basic Variant,5,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Place an earth totem token within range 5.  You and allies within range 5 to it get +1 Power to their defense rolls.,,,,,,,Provide an ally with +1 Power on their defense rolls for the remainder of the round.
x,a284,Spell,/images/totemearth-icon.png,/images/totemearth-icon-bg.png,/images/alphavariant-divider.png,5,Totem: Earth,Alpha Variant,5,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Place an earth totem token within range 5.  You and allies within range 5 to it get +1 Power to their defense rolls.,/images/plus-icon.png,You may end the effect at any time.,,,,,Provide an ally with +1 Power on their defense rolls for the remainder of the round.
x,a285,Spell,/images/totemearth-icon.png,/images/totemearth-icon-bg.png,/images/betavariant-divider.png,5,Totem: Earth,Beta Variant,5,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Place an earth totem token within range 5.  You and allies within range 5 to it get +1 Power to their defense rolls.,/images/plus-icon.png,Prevents one death of a hero within the effect's range. They remain at the maximum of scratches. Then the effect ends.,,,,,Provide an ally with +1 Power on their defense rolls for the remainder of the round.
x,a286,Spell,/images/totemfire-icon.png,/images/totemfire-icon-bg.png,/images/basicvariant-divider.png,3,Totem: Fire,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place a fire totem token within range 5.  Whenever you reduce the totem's duration, damage all enemies within range 3 to it using (Standard Die) (Blessing Die).",/images/plus-icon.png,Add (Blessing Die) to the damage roll.,,,,,Deal damage to an enemy within range 3 using only (Standard Die) (Standard Die).
x,a287,Spell,/images/totemfire-icon.png,/images/totemfire-icon-bg.png,/images/alphavariant-divider.png,3,Totem: Fire,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place a fire totem token within range 5.  Whenever you reduce the totem's duration, damage all enemies within range 5 to it using (Standard Die) (Blessing Die).",/images/plus-icon.png,Add (Blessing Die) to the damage roll.,,,,,Deal damage to an enemy within range 3 using only (Standard Die) (Standard Die).
x,a288,Spell,/images/totemfire-icon.png,/images/totemfire-icon-bg.png,/images/betavariant-divider.png,3,Totem: Fire,Beta Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place a fire totem token within range 5.  Whenever you reduce the totem's duration, damage all enemies within range 3 to it using (Standard Die) (Blessing Die).",/images/plus-icon.png,Duration +1.,/images/plus-icon.png,Add (Blessing Die) to the damage roll.,/images/plus-icon.png,Add (Blessing Die) to the damage roll.,Deal damage to an enemy within range 3 using only (Standard Die) (Standard Die).
x,a289,Spell,/images/totemlightning-icon.png,/images/totemlightning-icon-bg.png,/images/basicvariant-divider.png,1,Totem: Lightning,Basic Variant,3,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Summon a Lightning Totem minion within range 5. It has a toughness of 3 and 0 speed. Its attacks have range 5.,/images/plus-icon.png,Adds (Blessing Die) to its attacks.,,,,,Deal damage to two enemies within range 5 using only (Blessing Die) (Blessing Die) (Blessing Die).
x,a290,Spell,/images/totemlightning-icon.png,/images/totemlightning-icon-bg.png,/images/alphavariant-divider.png,1,Totem: Lightning,Alpha Variant,3,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Summon a Lightning Totem minion within range 5. It has a toughness of 5 and 0 speed. Its attacks have range 5.,/images/star-icon.png,Add (Standard Die) to its attacks.,/images/plus-icon.png,Duration +1.,/images/plus-icon.png,Adds (Blessing Die) to its attacks.,Deal damage to two enemies within range 5 using only (Blessing Die) (Blessing Die) (Blessing Die).
x,a291,Spell,/images/totemlightning-icon.png,/images/totemlightning-icon-bg.png,/images/betavariant-divider.png,1,Totem: Lightning,Beta Variant,3,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Summon a Lightning Totem minion within range 5. It has a toughness of 3 and 0 speed. Its attacks have range 5.,/images/doubleplus-icon.png,The totem can attack two different enemies during each of its turns.,/images/plus-icon.png,Increase the totem's range by +2.,/images/plus-icon.png,Adds (Blessing Die) to its attacks.,Deal damage to two enemies within range 5 using only (Blessing Die) (Blessing Die) (Blessing Die).
x,a292,Spell,/images/totemwater-icon.png,/images/totemwater-icon-bg.png,/images/basicvariant-divider.png,1,Totem: Water,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place a water totem token within range 5.  Whenever you reduce the totem's duration, heal one scratch of a hero within range 5 to it.",,,,,,,Heal one scratch from an ally within range 3.
x,a293,Spell,/images/totemwater-icon.png,/images/totemwater-icon-bg.png,/images/alphavariant-divider.png,1,Totem: Water,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place a water totem token within range 5.  Whenever you reduce the totem's duration, heal one scratch of a hero within range 5 to it.",/images/plus-icon.png,Duration +1.,/images/plus-icon.png,Increase the totem's range by +3.,,,Heal one scratch from an ally within range 3.
x,a294,Spell,/images/totemwater-icon.png,/images/totemwater-icon-bg.png,/images/betavariant-divider.png,1,Totem: Water,Beta Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place a water totem token within range 5.  Whenever you reduce the totem's duration, heal one scratch of a hero within range 5 to it.",/images/star-icon.png,Remove one scratch from every hero within range each time instead.,,,,,Heal one scratch from an ally within range 3.
x,a295,Spell,/images/totemwind-icon.png,/images/totemwind-icon-bg.png,/images/basicvariant-divider.png,6,Totem: Wind,Basic Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place a wind totem token within range 5.  All models within range 5 to it that move closer to it need to spend 2 movement per square, and models that move away move 2 squares per movement spent.",,,,,,,Move any one model by 2 squares.
x,a296,Spell,/images/totemwind-icon.png,/images/totemwind-icon-bg.png,/images/alphavariant-divider.png,6,Totem: Wind,Alpha Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place a wind totem token within range 5.  All models within range 8 to it that move closer to it need to spend 2 movement per square, and models that move away move 2 squares per movement spent.",/images/doubleplus-icon.png,"Once this effect ends, move an ally by 3 squares.",,,,,Move any one model by 2 squares.
x,a297,Spell,/images/totemwind-icon.png,/images/totemwind-icon-bg.png,/images/betavariant-divider.png,6,Totem: Wind,Beta Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place a wind totem token within range 5.  All models within range 5 to it that move closer to it need to spend 2 movement per square, and models that move away move 2 squares per movement spent.",/images/plus-icon.png,+1 Power to your spellcasting roll.,/images/plus-icon.png,Duration +1.,/images/plus-icon.png,"Upon casting this spell, you may declare one model and have it not be slowed down by the totem.",Move any one model by 2 squares.
x,a298,Spell,/images/wallofstone-icon.png,/images/wallofstone-icon-bg.png,/images/basicvariant-divider.png,1,Wall Of Stone,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place a (1x3 squares) 'Wall Of Stone' token within range 4.  It may overlap with walls, but you cannot place it where there's already a model.",/images/star-icon.png,Duration +1.,/images/plus-icon.png,Range +2.,,,Cause Cripple against an enemy within range 4.
x,a299,Spell,/images/wallofstone-icon.png,/images/wallofstone-icon-bg.png,/images/alphavariant-divider.png,3,Wall Of Stone,Alpha Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place a (1x3 squares) 'Wall Of Stone' token within range 4.  It may overlap with walls. If placed where there's already a model, push them aside.",/images/star-icon.png,Duration +1.,/images/plus-icon.png,Range +2.,,,Cause Cripple against an enemy within range 4.
x,a300,Spell,/images/wallofstone-icon.png,/images/wallofstone-icon-bg.png,/images/betavariant-divider.png,1,Wall Of Stone,Beta Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place a (1x3 squares) 'Wall Of Stone' token within range 4.  It may overlap with walls, but you cannot place it where there's already a model.",/images/star-icon.png,Duration +1.,/images/doubleplus-icon.png,You may end the wall at any time.,/images/plus-icon.png,Range +2.,Cause Cripple against an enemy within range 4.
x,a301,Spell,/images/waterrush-icon.png,/images/waterrush-icon-bg.png,/images/basicvariant-divider.png,4,Water Rush,Basic Variant,1,,,##Spellcasting(1+)  Move (4) in a straight or diagonal line.,/images/plus-icon.png,Heal one scratch from yourself for each 2 squares moved.,/images/plus-icon.png,Gain Slippery.,/images/plus-icon.png,+2 movement.,Move (2)
